timestamp,value,lower,mid,upper,bias_corrected
2021-04-26,18.45841666666667,8.563643254609728,18.250612,25.838535989086537,17.657076
2021-04-28,18.075440999999998,10.614597993271644,17.359226,24.399976083234378,17.8148
2021-04-30,8.818662909090909,9.910983367957733,14.045285,21.624466542404363,13.80557
2021-05-02,11.186479,10.386941431298379,13.474837,22.14272724617909,14.4603815
2021-05-04,12.383689666666667,10.358101173251914,15.857706,23.620444545879092,15.788108
2021-05-06,13.522523999999999,9.630329775638865,15.444885,24.701844894434842,15.544507
2021-05-08,22.611738333333335,12.582739749622052,18.742422,25.496613421236088,18.825565
2021-05-10,7.355207857142857,5.777117340983693,8.97854,15.859047372399626,9.460321
2021-05-12,5.8238248,4.245166243599251,8.472165,12.668070282964605,7.910987
2021-05-14,15.3388335,6.735885555920153,11.950994,17.379215740987984,12.672294
2021-05-16,8.405412799999999,5.824830614798433,9.451776,14.14326662322967,10.683845
2021-05-18,8.541582,6.011028082038759,10.538011,17.231652831181073,10.904081
2021-05-20,13.541329999999999,7.884463784448721,14.211768,20.488665136102163,14.1552515
2021-05-22,12.332992333333335,7.4750614336759895,13.376463,18.43529904834834,14.191898
2021-05-24,7.106406,5.566521340611404,7.594367,14.333144861081408,7.7184534
2021-05-26,6.940110000000001,6.391098054875993,13.59849,22.165079028898525,14.3116
2021-05-28,17.944744545454544,8.858805904753874,16.617706,22.842116807016637,17.268696
2021-05-30,12.154720666666668,6.85991672772132,10.621971,15.473615059798055,12.128532
2021-06-01,15.363019384615386,9.263976876085728,17.397457,23.05943806843211,17.381878
2021-06-03,15.386427818181819,9.172182634277743,16.15115,22.180498192503457,16.58433
2021-06-05,8.08374875,6.570971478926754,11.348761,16.53838570502227,12.227496
2021-06-07,5.9211618999999995,5.070928061261359,8.192305,14.368730933062304,8.381467
2021-06-09,30.203609999999998,9.267404543894182,18.302893,25.38363159814698,22.208513
2021-06-11,17.2636734,8.569414164643664,14.191178,19.404822971303965,15.076958
2021-06-13,11.642650736842105,7.6961730233005685,12.728384,18.67108663848882,14.004026
2021-06-15,21.76687,10.759557419822931,18.00119,25.85455193711528,18.16196
2021-06-17,6.968730666666668,6.247878611809682,10.924358,16.015008364003723,11.747061
2021-06-19,7.354145384615385,5.229560232838446,7.3320456,11.695589495548205,7.947696
2021-06-21,7.62794875,5.091500015577029,8.21111,14.728361078736688,9.150711
2021-06-23,19.4477068,9.350907721718384,16.103247,22.79458801593155,17.994047
2021-06-25,17.370204444444443,5.225935017020043,9.455734,14.434216153675875,11.599677
2021-06-27,13.565800066666666,5.877595354739837,9.817057,14.670945390313998,11.647916
2021-06-29,7.284881400000001,6.590986731409724,9.909452,16.42383049506026,10.632449
2021-07-01,16.88300392857143,6.910730375723763,13.326612,19.45363887580592,13.62577
2021-07-03,8.086905857142856,6.071819682120138,10.781101,15.187324564411195,11.298252
2021-07-05,8.180432117647058,5.303430452975921,8.466982,13.273861031325461,8.293305
2021-07-07,6.543357500000001,5.484260007273615,7.9155016,11.922437509943048,8.108003
2021-07-09,10.881523375,5.399146810432555,10.231233,14.416607057862219,10.853045
2021-07-11,4.211699,3.8149412727223053,4.373251,7.436344799644369,4.654074
2021-07-13,9.073719,5.511888420193216,8.984058,14.675632946236322,9.7837105
2021-07-15,6.261040333333334,5.615922628846486,9.565072,14.012033916622585,9.654476
2021-07-17,4.9965785714285715,3.480743004527066,5.903276,8.56374679614888,5.9670954
2021-07-19,5.143958555555556,4.5674312967066015,7.506286,11.499518816701169,6.988604
2021-07-21,11.355788875,5.859536665258262,9.903548,14.695830783473493,11.278994
2021-07-23,12.71314809090909,7.1830910079633385,11.469824,16.462771907112952,11.755598
2021-07-25,23.418995,8.999475682328484,17.19688,21.226422737434998,18.32042
2021-07-27,,,,,
2021-07-29,,,,,
2021-07-31,,,,,
2021-08-02,13.06913,7.388824037155633,13.081019,24.68725975988183,12.752033
2021-08-04,19.562452285714283,10.0844393464801,17.427816,26.16671297215566,16.27733
2021-08-06,16.81448513333333,9.053348207976429,17.325165,23.722391463449316,16.749529
2021-08-08,18.890839166666666,9.229637859349445,17.139673,22.935061294333646,16.660559
2021-08-10,16.83866252631579,8.797843026090987,15.688252,22.457886579921045,14.78349
2021-08-12,15.34177109090909,8.576914237351827,17.363226,25.067338879418006,16.192608
2021-08-14,18.042221333333334,8.989043419314635,16.472992,23.231177356006846,16.676224
2021-08-16,18.457682166666668,8.440716302245443,16.39652,23.604000888053935,16.898397
2021-08-18,22.318171714285715,10.504166916727055,18.63288,25.506089147771156,18.138403
2021-08-20,26.688048200000004,12.55606342054056,23.929766,29.350297435207636,23.738867
2021-08-22,13.526703785714286,9.252584243253917,16.568504,23.485303860218973,15.695198
2021-08-24,29.9088025,12.389055323206227,24.171535,30.461601319880298,22.962765
2021-08-26,17.4860965,8.46990453803962,16.435627,24.31217695019703,16.024986
2021-08-28,16.222105684210526,8.365053595293144,15.584588,22.47440267974832,14.889907
2021-08-30,20.948260428571427,10.27412106601383,19.736797,27.4856436262307,19.45664
2021-09-01,13.9712953,9.415701833320467,14.888941,21.81069509928831,14.287065
2021-09-03,15.506153000000001,11.854031950660707,18.383972,24.665638816333257,17.62076
2021-09-05,23.127497857142856,11.723463973682948,20.896006,27.58741285302236,21.082169
2021-09-07,21.845190315789473,13.35854901541442,22.682177,28.413717970410115,22.131203
2021-09-09,15.818716142857143,8.839099323010396,14.72164,20.547402348321867,14.829258
2021-09-11,12.723934727272727,7.8931386954326825,12.097893,17.174378746965807,12.224728
2021-09-13,17.13283985714286,11.016463502451618,18.18683,23.229709388328608,17.229994
2021-09-15,20.72041584615385,9.95459078315955,17.116049,25.02270163001573,16.6873
2021-09-17,22.25425125,9.301400770034029,16.974958,20.674010117582107,17.147673
2021-09-19,31.958844545454543,14.219909988203693,24.446161,29.342074117098477,25.227066
2021-09-21,24.412541666666666,11.71617928125834,21.476278,28.48491153871274,21.304003
2021-09-23,22.199511642857143,12.666675335670286,21.049416,29.6552661995195,20.559576
2021-09-25,8.2585598125,8.572020315542744,12.893089,19.73898097385669,12.324114
2021-09-27,15.50704,10.714184259351914,20.160734,27.147370761158733,19.633062
2021-09-29,29.001891533333332,14.221015204658928,25.510183,31.911455584463333,26.341135
2021-10-01,22.424446500000002,12.35992636919791,20.157904,27.054421390940604,20.956406
2021-10-03,18.704860647058823,12.71874780233239,20.396393,26.901745342211637,19.053566
2021-10-05,19.402904846153845,11.183428950818707,19.81067,27.97237873872441,18.51548
2021-10-07,8.926344411764704,9.965764880840297,15.998576,24.0258131049308,13.802159
2021-10-09,20.91486769230769,13.173462047213176,22.649038,28.43316169979011,23.300716
2021-10-11,20.000997625,12.57141732488516,20.696154,28.58731525432635,19.941334
2021-10-13,23.89420416666667,13.278594663879142,23.425154,30.543617810326737,23.383383
2021-10-15,21.4398615,11.712841642125408,19.914406,26.15419762660231,18.971432
2021-10-17,9.155051857142857,10.541417051378781,16.581617,24.96458471687589,16.063864
2021-10-19,16.74658335,10.479381539552541,17.961866,25.695162435115254,17.3198
2021-10-21,21.770587470588236,11.539722188612851,18.973125,26.374207487910272,19.203293
2021-10-23,20.36784606666667,9.644001087585123,17.057777,24.51241807817895,17.399834
2021-10-25,20.212042529411764,11.842759682464786,20.144585,28.186675185515323,19.995987
2021-10-27,20.453591210526316,16.23848585511743,23.644547,29.43297080710544,22.86736
2021-10-29,22.123419166666665,15.633939694084356,21.99358,27.059099947334698,21.285683
2021-10-31,19.539488000000002,14.404047998449133,19.250835,24.982192805282146,19.376432
2021-11-02,19.14120857142857,14.820007904906742,20.676853,27.502281621118073,20.079071
2021-11-04,24.662478333333336,15.166023858325202,22.347357,28.611264001769495,21.994785
2021-11-06,15.639741749999999,9.69743673800017,15.864668,23.086579657616372,16.000584
2021-11-08,22.769382142857143,13.065795114614474,18.90825,26.233668944159803,18.830378
2021-11-10,23.750974615384617,13.62274746243802,21.080698,27.524634963832,20.780798
2021-11-12,22.852827692307695,13.947696244805664,22.095224,28.651774414266608,21.620344
2021-11-14,13.861249666666666,11.258009977117487,16.538895,21.862472084924793,17.316757
